GeneStart	GeneEnd	Chromosome	HGNCsymbol
140201348 140317714 9 EXD3
1034338 1065876 10 GTPBP4
118795873 118829269 11 UPK2
99777890 99797521 2 MITD1
155149680 155160629 7 BLACE
118842417 118852001 11 FOXR1
75032928 75144892 16 ZNRF1
155250824 155257526 7 EN2
104164231 104234975 12 NT5DC3
30532758 30539895 20 PDRG1
42475647 42538681 12 GXYLT1
155266901 155326557 7 CNPY1
149493400 149535435 5 PDGFRB
25042238 25275598 8 DOCK5
97951458 98031344 10 BLNK
52281744 52285448 12 ANKRD33
25639475 25706398 3 TOP2B
30555805 30591190 20 XKR7
31982539 32003195 6 C4B
209224438 209719227 2 PTH2R
118868852 118886501 11 CCDC84
75145758 75150669 16 LDHD
234826043 234928166 2 TRPM8
30598245 30619984 20 CCM2L
5008318 5069159 16 SEC14L5
103338094 103346854 13 METTL21C
50364461 50371166 19 PNKP
12764761 12798042 12 CREBL2
54958938 55014577 8 LYPLA1
42550906 42632151 12 YAF2
103381801 103389159 13 CCDC168
12813825 12849141 12 GPR19
140317802 140328858 9 NOXA1
11649532 11661138 19 CNN1
102808956 102829253 14 CINP
29445940 29450447 1 TMEM200B
78444859 78483648 1 DNAJB4
41255553 41258130 22 DNAJB7
41347351 41369313 22 RBX1
148880197 148939842 3 CP
38294116 38337044 2 CYP1B1
75182390 75206134 16 ZFP1
103418340 103426161 13 TEX30
62495734 62504317 17 DDX5
47744036 47865682 21 PCNT
29474255 29508499 1 SRSF4
77337411 77503010 9 TRPM6
78445226 78604133 1 GIPC2
154192655 154243986 1 UBAP2L
88039846 88042919 3 HTR1F
140328816 140336268 9 ENTPD8
5074845 5084142 16 NAGPA
74738318 74753523 15 UBL7
39114669 39123144 17 KRT39
75237994 75241083 16 CTRB2
11880756 11900827 17 ZNF18
32851489 32879669 11 PRRG4
88101094 88199035 3 CGGBP1
52558386 52569070 3 NT5DC2
48390275 48482313 16 SIAH1
103436631 103451357 13 KDELC1
49005125 49103343 15 CEP152
78769568 79005434 1 PTGFR
41487790 41576081 22 EP300
118886422 118889401 11 RPS25
232533711 232697304 1 SIPA1L2
75252898 75258822 16 CTRB1
85912298 85925977 2 GNLY
116252312 116381921 6 FRK
11661962 11670051 19 ELOF1
103451399 103493885 13 BIVM
32914724 33014862 11 QSER1
89591215 90085493 14 FOXN3
72287185 72385635 11 PDE2A
64429876 66417118 6 EYS
220094479 220101391 2 ANKZF1
79085607 79111830 1 IFI44L
122246771 122283424 3 PARP9
48572637 48654059 16 N4BP1
12867992 12875305 12 CDKN1B
639879 643703 19 FGF22
232940643 232946092 1 MAP10
75183339 75193319 10 MSS51
12726481 12730559 7 ARL4A
29519385 29557454 1 MECR
233086351 233119628 1 NTPCR
12878851 12982909 12 APOLD1
33037410 33055128 11 DEPDC7
10861775 10925236 2 ATP6V1C2
56769934 56811703 17 RAD51C
11670189 11729950 19 ZNF627
103265240 103425069 8 UBR5
30639991 30689659 20 HCK
1801514 1816719 5 NDUFS6
647526 663277 19 RNF126
103497194 103528345 13 ERCC5
75262928 75301951 16 BCAR1
3246096 3273465 4 MSANTD1
5336097 5352150 17 C1QBP
49311828 49315742 16 CBLN1
77561497 77567802 9 C9orf40
175487692 175559261 5 FAM153B
52300692 52317145 12 ACVRL1
38522022 38604427 2 ATL2
49407734 49433342 16 C16orf78
128848774 128953251 2 UGGT1
12966250 12982915 12 DDX47
79115481 79129763 1 IFI44
50372295 50381716 19 AKT1S1
1877541 1887350 5 IRX4
77595936 77643339 9 C9orf41
88188254 88193815 3 ZNF654
149546358 149564120 5 CDX1
88198893 88217879 3 C3orf38
73935848 74018472 5 HEXB
11685475 11689823 19 ACP5
155437145 155574179 7 RBM33
41601209 41627275 22 L3MBTL2
149569520 149602351 5 SLC6A7
103696350 103719196 13 SLC10A2
233119181 233431459 1 PCNXL2
118889142 118896164 11 TRAPPC4
102829300 102968818 14 TECPR2
5083703 5137380 16 ALG1
74833518 74890472 15 ARID3B
89156674 89531284 3 EPHA3
75327596 75467383 16 CFDP1
123464607 123467456 12 ARL6IP4
79355449 79472403 1 ELTD1
106118216 106143383 13 DAOA
77675489 77703133 9 NMRK1
33060963 33127489 11 TCP11L1
149599054 149669854 5 CAMK2A
116422012 116570660 6 NT5DC1
47878812 47989926 21 DIP2A
70242134 70264006 14 SLC10A1
55047770 55060461 8 MRPL15
210288782 210598842 2 MAP2
140342022 140353786 9 NSMF
49115932 49255641 15 SHC4
107142079 107187462 13 EFNB2
75476952 75499395 16 TMEM170A
49521435 49891830 16 ZNF423
75196186 75255782 10 PPP3CB
96252706 96297606 12 SNRPF
6472478 6484730 1 HES2
13930853 14031050 7 ETV1
107194021 107220512 13 ARGLU1
11924141 12047147 17 MAP2K4
75510949 75529282 16 CHST6
70320848 70499083 14 SMOC1
77703459 77762181 9 OSTF1
55370495 55373448 8 SOX17
116440086 116479910 6 COL10A1
676392 683385 19 FSTL3
3294755 3441640 4 RGS12
107820883 108519083 13 FAM155A
39133968 39143387 17 KRT40
75562433 75569145 16 CHST5
85978467 86015189 2 ATOH8
42895284 43032675 4 GRXCR1
116571151 116575261 6 TSPYL4
50380682 50392005 19 TBC1D17
6484848 6521430 1 ESPN
39149686 39150385 17 KRTAP3-3
50058321 50070999 16 CNEP1R1
108859787 108870716 13 LIG4
55528627 55543394 8 RP1
75572015 75590184 16 TMEM231
685521 695460 19 PRSS57
108870727 108886603 13 ABHD13
74523438 74547257 17 CYGB
74890841 74932057 15 CLK3
96260826 96336752 12 CCDC38
44175926 44450824 4 KCTD8
116575336 116762424 6 DSE
52568029 52613253 3 SMIM4
118914900 118927913 11 HYOU1
86066267 86116137 2 ST3GAL5
44624086 44680573 4 YIPF7
108903588 108960832 13 TNFSF13B
50678921 50690564 5 ISL1
708953 748329 19 PALM
75600249 75611779 16 GABARAPL2
83955600 83996971 4 COPS4
39155447 39156138 17 KRTAP3-2
162848751 162931052 2 DPP4
39164773 39175576 17 KRTAP3-1
52345451 52390862 12 ACVR1B
49170083 49172380 15 EID1
99797542 99814089 2 MRPL30
233749750 233808258 1 KCNK1
39182278 39183454 17 KRTAP1-5
234959323 234985778 2 SPP2
56014949 56454613 8 XKR4
39185949 39186356 17 KRTAP1-4
78505560 78977255 9 PCSK5
39190142 39191107 17 KRTAP1-3
42632249 42853517 12 PPHLN1
39196811 39197713 17 KRTAP1-1
74523668 74549660 17 PRCD
41625517 41636938 22 CHADL
33098734 33183917 11 CSTF3
39202793 39203568 17 KRTAP2-1
234040679 234460262 1 SLC35F3
39210750 39211482 17 KRTAP2-2
75630879 75657198 16 ADAT1
220101328 220110200 2 GLB1L
11981024 12030876 18 IMPA2
11832080 11849824 19 ZNF823
2745959 2752969 5 IRX2
39215495 39216344 17 KRTAP2-3
25276776 25282170 8 GNRH1
56833230 57058983 17 PPM1E
234509202 234519795 1 COA6
1064847 1071799 10 IDI2
30297359 30314631 6 TRIM39-RPP21
122337766 122339210 7 RNF133
39221369 39222131 17 KRTAP2-4
122341718 122343021 7 RNF148
39240459 39241396 17 KRTAP4-7
5094123 5116111 16 C16orf89
11877815 11894893 19 ZNF441
122634759 122635754 7 TAS2R16
175665365 175772994 5 SIMC1
234527059 234614849 1 TARBP1
25285366 25315992 8 KCTD9
96337071 96362370 12 AMDHD1
56608983 56685966 8 TMEM68
4049668 4087578 6 FAM217A
6521211 6526255 1 TNFRSF25
11908482 11920437 19 ZNF491
109248500 109860355 13 MYO16
79000433 79009433 9 RFK
122753585 122840040 7 SLC13A1
105995114 106027217 10 GSTO1
52083730 52255040 5 ITGA1
189349205 189615068 3 TP63
39253233 39254393 17 KRTAP4-8
11925099 11946016 19 ZNF440
12093852 12129748 18 ANKRD62
751126 764319 19 MISP
154244987 154248351 1 HAX1
50392911 50432796 19 IL4I1
99858709 99871745 2 LYG2
116597741 116601066 6 TSPYL1
234740015 234745271 1 IRF2BP2
75661622 75682541 16 KARS
1085848 1095110 10 IDI1
235401685 235405697 2 ARL4C
79034752 79122332 9 GCNT1
149675906 149718870 5 ARSI
235272651 235292251 1 TOMM20
30697309 30755061 20 TM9SF4
116782533 116784934 6 FAM26F
12254318 12277594 18 CIDEA
57059999 57184282 17 TRIM37
140354404 140444986 9 PNPLA7
122283085 122294050 3 DTX3L
50099852 50140298 16 HEATR3
2752245 2755508 5 C5orf38
41641615 41682255 22 RANGAP1
29421945 29709134 17 NF1
44680444 44702943 4 GUF1
39261584 39262740 17 KRTAP4-9
102973179 102976136 14 ANKRD9
235294498 235324772 1 RBM34
39273433 39274606 17 KRTAP4-11
23389720 23398794 14 PRMT5
86318053 86353510 6 SYNCRIP
39279343 39280419 17 KRTAP4-12
100400187 100425121 7 EPHB4
235860617 235964358 2 SH3BP4
103563800 103573245 8 ODF1
39295685 39296739 17 KRTAP4-6
39305178 39306054 17 KRTAP4-5
39315910 39316983 17 KRTAP4-4
110406184 110438915 13 IRS2
30780306 30795594 20 PLAGL2
39323484 39324424 17 KRTAP4-3
99900701 99921205 2 LYG1
11959541 11994565 19 ZNF439
33278218 33378569 11 HIPK3
84011201 84058228 4 PLAC8
80015382 80023763 17 DUS1L
36014269 36019253 19 SBSN
122296449 122357894 3 PARP15
30312908 30314661 6 RPP21
11998599 12025144 19 ZNF69
12307668 12344319 18 TUBB6
30795683 30826470 20 POFUT1
116816152 116866773 6 TRAPPC3L
4079440 4131185 6 C6orf201
797075 812327 19 PTBP1
140445651 140447007 9 MRPL41
12035883 12061588 19 ZNF700
103661007 103668130 8 KLF10
79226292 79521003 9 PRUNE2
36024314 36036218 19 GAPDHS
110801318 110959496 13 COL4A1
103058998 103196913 14 RCOR1
96366440 96390143 12 HAL
175773064 175788971 5 KIAA1191
12035890 12091196 19 ZNF763
3596168 3601517 5 IRX1
140449356 140473387 9 DPH7
154293566 154297801 1 AQP10
5344232 5372380 17 DHX33
75681684 75795770 16 TERF2IP
30865467 30922814 20 KIF3B
74559792 74583038 17 ST6GALNAC2
29563028 29653325 1 PTPRU
48018875 48025121 21 S100B
84182689 84206067 4 COQ2
99935445 99957165 2 TXNDC9
123468027 123634562 12 PITPNM2
36036497 36038428 19 TMEM147
50410082 50433020 19 NUP62
12569207 12672266 17 MYOCD
50186829 50269221 16 PAPD5
25316513 25365436 8 CDCA2
162999392 163008914 2 GCG
116832809 116845955 6 FAM26E
140476531 140484942 9 ZMYND19
74620843 74639920 17 ST6GALNAC1
79634571 79635869 9 FOXB2
235294949 235491534 1 ARID4B
74922899 74988633 15 EDC3
39333698 39334460 17 KRTAP4-2
116850174 116880031 6 FAM26D
39340354 39341594 17 KRTAP4-1
81771845 82458120 1 LPHN2
39344697 39346891 17 KRTAP9-1
106028631 106064703 10 GSTO2
39382900 39383904 17 KRTAP9-2
90261013 90421121 14 EFCAB11
5140443 5320417 5 ADAMTS16
39388715 39389705 17 KRTAP9-3
39394297 39395256 17 KRTAP9-8
39405939 39406904 17 KRTAP9-4
30457244 30461982 6 HLA-E
39411636 39412616 17 KRTAP9-9
41697526 41756151 22 ZC3H7B
140500106 140509812 9 ARRDC1
48055079 48085036 21 PRMT2
56685701 56738007 8 TGS1
25699246 25902913 8 EBF2
103838585 103906092 8 AZIN1
110958159 111165374 13 COL4A2
12125547 12146556 19 ZNF433
25760435 25831530 3 NGLY1
1095478 1178237 10 WDR37
123092454 123175131 7 IQUB
33563618 33695648 11 KIAA1549L
5134305 5147809 16 FAM86A
154298029 154323783 1 ATP8B2
30946155 31027122 20 ASXL1
93591881 93692910 3 PROS1
236402733 237040444 2 AGAP1
58131796 58143994 12 TSPAN31
163027194 163101661 2 FAP
76311176 76593135 16 CNTNAP4
98064085 98098321 10 DNTT
39421591 39422893 17 KRTAP9-6
39431911 39432949 17 KRTAP9-7
44684217 44728612 4 GNPDA2
140509784 140513358 9 C9orf37
3443614 3451211 4 HGFAC
33719807 33722347 11 C11orf91
86247339 86333278 2 POLR1A
111175417 111214080 13 RAB20
41763337 41795330 22 TEF
50280048 50352046 16 ADCY7
74668633 74707098 17 MXRA7
12328943 12377313 18 AFG3L2
52400724 52409673 12 GRASP
235490665 235507847 1 GGPS1
41829496 41843027 22 TOB2
111267881 111292340 13 CARKD
75011883 75017951 15 CYP1A1
33719807 33757991 11 CD59
56792372 56923940 8 LYN
5374571 5390131 17 DERL2
41855721 41864729 22 PHF5A
41102543 41132545 17 PTGES3L-AARSD1
4115923 4135831 6 ECI2
140513444 140764468 9 EHMT1
210636717 210864024 2 UNC80
106071894 106098162 10 ITPRIP
116892530 116918838 6 RWDD1
26149007 26230196 8 PPP2R2A
149737202 149779871 5 TCOF1
30509154 30524951 6 GNL1
36040945 36054560 19 ATP4A
38789120 38830728 2 HNRNPLL
235530675 235612283 1 TBCE
46037786 46126098 4 GABRG1
50431959 50437192 19 ATF5
31030862 31172876 20 C20orf112
103243813 103377837 14 TRAF3
12154620 12167127 19 ZNF878
12407895 12432237 18 SLMO1
12175514 12192380 19 ZNF844
84213614 84256306 4 HPSE
12203078 12248050 19 ZNF788
50452242 50464429 19 SIGLEC11
62538089 62554610 10 CDK1
175792471 175828866 5 ARL10
75041185 75048543 15 CYP1A2
100424442 100464631 7 SLC12A9
111293759 111365950 13 CARS2
235613238 235667781 1 B3GALNT2
6069095 7763340 16 RBFOX1
12203658 12251222 19 ZNF20
14184674 15014402 7 DGKB
84330711 84464833 1 TTLL7
118955576 118964259 11 HMBS
72396114 72504644 11 ARAP1
175810949 175815976 5 NOP16
52083774 52099880 5 PELO
122399465 122449687 3 PARP14
10923517 10978103 2 PDIA6
74017029 74063196 5 GFM2
36103646 36116251 19 HAUS5
52579368 52719933 3 PBRM1
46250444 46477247 4 GABRA2
57187312 57232630 17 SKA2
98102973 98119092 10 OPALIN
39458078 39459103 17 KRTAP29-1
7072408 7105520 12 EMG1
154377669 154441926 1 IL6R
12251032 12267546 19 ZNF625
39463952 39465505 17 KRTAP16-1
235710987 235814054 1 GNG4
39471173 39471947 17 KRTAP17-1
237073879 237077012 2 GBX2
39502344 39507064 17 KRT33A
75074398 75095539 15 CSK
39519746 39526052 17 KRT33B
33762485 33796089 11 FBXO3
116937642 116954148 6 RSPH4A
79792269 80036457 9 VPS13A
69345259 70099403 6 BAI3
50347398 50402845 16 BRD7
3465033 3503200 4 DOK7
99953816 100017789 2 EIF5B
1228073 1779670 10 ADARB2
175815748 175816772 5 HIGD2A
77224732 77236302 16 MON1B
12446511 12658133 18 SPIRE1
237102095 237173052 2 ASB18
220110177 220115059 2 STK16
56979854 56987069 8 RPS20
39533902 39538655 17 KRT34
3508103 3534286 4 LRPAP1
123636867 123728561 12 MPHOSPH9
90421283 90511106 14 TDP1
39549976 39553844 17 KRT31
175819456 175843570 5 CLTB
106113522 106214848 10 CCDC147
77233294 77247112 16 SYCE1L
12692856 12894960 17 ARHGAP44
52285156 52390609 5 ITGA2
31184124 31196434 1 MATN1
825097 832017 19 AZU1
31290493 31331803 20 COMMD7
138677276 138705406 5 PAIP2
41865129 41924993 22 ACO2
39577005 39580775 17 KRT37
12391481 12877545 10 CAMK1D
155592680 155604967 7 SHH
84328496 84377009 4 HELQ
235824341 236046940 1 LYST
8619502 8622304 16 TMEM114
154442248 154474589 1 SHE
12273879 12300064 19 ZNF136
62502706 62538579 17 CEP95
39592698 39597173 17 KRT38
87647024 87726349 6 HTR1E
31205316 31230667 1 LAPTM5
156431057 156433348 7 C7orf13
840963 848175 19 PRTN3
140772241 141019076 9 CACNA1B
87795216 87804824 6 CGA
77281710 77469011 16 ADAMTS18
31342314 31381608 1 SDC3
138702885 138720242 5 SLC23A1
12335501 12405702 19 ZNF44
237232794 237416185 2 IQCA1
220114433 220142892 2 TUBA4A
26240414 26363152 8 BNIP3L
46736844 46911252 4 COX7B2
32006042 32009447 6 CYP21A2
8715540 8740081 16 METTL22
23415437 23426370 14 HAUS4
156432975 156469824 7 RNF32
57025501 57026541 8 MOS
12428291 12444534 19 ZNF563
62629196 62761198 10 RHOBTB1
96394606 96437298 12 LTA4H
57073463 57123883 8 PLAG1
154474695 154520623 1 TDRD10
12460185 12476719 19 ZNF442
41921808 41940610 22 POLR3H
93698983 93774512 3 ARL13B
111365083 111373421 13 ING1
104033291 104085279 8 ATP6V1C1
46920917 46996424 4 GABRA4
87862551 87973914 6 ZNF292
116956781 116989957 6 ZUFSP
50582241 50670647 16 NKD1
74708919 74722866 17 JMJD6
87834433 87856308 7 SRI
52416616 52453291 12 NR4A1
36119932 36128588 19 RBM42
851014 856242 19 ELANE
57232860 57282066 17 PRR11
111521578 111522162 13 LINC00346
70385694 70507003 6 LMBRD1
104145191 104153703 8 C8orf56
236139130 236228462 1 NID1
859453 863453 19 CFD
104152938 104242533 8 BAALC
111530887 111567416 13 ANKRD10
50479724 50529203 19 VRK3
128994290 129076151 2 HS6ST1
175874629 175937075 5 FAF2
58141510 58149796 12 CDK4
12500830 12512085 19 ZNF799
31350191 31397162 20 DNMT3B
80037995 80263223 9 GNA14
84543745 84704181 1 PRKACB
57124245 57131357 8 CHCHD7
75257296 75385711 10 USP54
15239943 15601640 7 AGMO
26362202 26371608 8 PNMA2
39616063 39623681 17 KRT32
12540521 12551926 19 ZNF443
98124363 98273675 10 TLL2
103388993 103399933 14 AMN
5389605 5394134 17 MIS12
77756411 77776157 16 NUDT7
80036214 80056208 17 FASN
80331003 80646374 9 GNAQ
50700211 50715264 16 SNX20
117002350 117063029 6 KPNA5
12658737 12725739 18 PSMG2
3768075 3770251 4 ADRA2C
236305832 236385165 1 GPR137B
25824408 25836025 3 OXSM
86333305 86369280 2 PTCD3
104323885 104347423 12 HSP90B1
84377085 84390888 4 MRPS18C
123177051 123198309 7 NDUFA5
70510934 70655787 14 SLC8A3
41956767 41973745 22 CSDC2
36132647 36135773 19 ETV2
130737235 130740311 2 RAB6C
12571998 12624668 19 ZNF709
154521053 154531504 1 UBE2Q1
138723169 138725770 5 MZB1
220143989 220151622 2 DNAJB2
15650837 15726437 7 MEOX2
26371791 26515694 8 DPYSL2
149036285 149052201 3 TM4SF18
41972898 41985894 22 PMM1
77822427 78014004 16 VAT1L
16130817 16460947 7 ISPD
867962 893218 19 MED16
122458846 122512671 3 HSPBAP1
130831108 130886795 2 POTEF
175953698 175965026 5 RNF44
236378855 236445319 1 ERO1LB
80850978 80894606 9 CEP78
50727514 50766988 16 NOD2
25900024 25915191 3 LINC00692
104310661 104345094 8 FZD6
46995740 47428461 4 GABRB1
149086809 149095652 3 TM4SF1
36139125 36149763 19 COX6B1
26664297 26752267 3 LRRC3B
84764049 84855640 1 SAMD13
3108525 3179904 10 PFKP
4190530 4228616 4 OTOP1
13043716 13070871 12 GPRC5A
58148881 58154190 12 MARCH9
31404353 31538838 1 PUM1
6526152 6580121 1 PLEKHG5
33880122 33913836 11 LMO2
237476430 237491001 2 ACKR3
78056412 78100658 16 CLEC3A
87992696 88038996 6 GJB7
16501106 16570205 7 SOSTDC1
4237269 4249950 4 TMEM128
149191761 149221068 3 TM4SF4
13093709 13105081 12 GPRC5D
88032301 88052043 6 SMIM8
36157715 36169367 19 UPK1A
84382092 84444501 4 FAM175A
103398716 103523799 14 CDC42BPB
75105057 75118099 15 LMAN1L
13127798 13153207 12 HEBP1
106400859 107024993 10 SORCS3
5402747 5522744 17 NLRP1
74722912 74730018 17 METTL23
12661832 12702776 18 CEP76
84864215 84880701 1 DNASE2B
41994032 42017100 22 DESI1
47452885 47465736 4 COMMD8
236511562 236648214 1 EDARADD
4269428 4291896 4 LYAR
63166401 63213208 10 TMEM26
80912059 80945009 9 PSAT1
12636184 12662356 19 ZNF564
237993955 238009109 2 COPS8
13197218 13295455 12 KIAA1467
210867289 210886300 2 RPE
149781200 149792492 5 CD74
12688775 12750912 19 ZNF490
84944942 84963473 1 RPF1
30524663 30531500 6 PRR3
57286761 57292608 17 SMG8
34073230 34122703 11 CAPRIN1
78133310 79246564 16 WWOX
75118888 75124141 15 CPLX3
163123589 163175213 2 IFIH1
100016938 100106497 2 REV1
12721732 12742735 19 ZNF791
63422719 63526524 10 C10orf107
156461646 156685924 7 LMBR1
27151576 27410951 3 NEK10
84964008 84972248 1 GNG5
104383743 104395225 8 CTHRC1
87905744 87936206 7 STEAP4
8768422 8878432 16 ABAT
111766906 111958084 13 ARHGEF7
63661059 63856703 10 ARID5B
88054567 88075181 6 C6orf163
123207064 123277951 7 ASB15
47487305 47595503 4 ATP10D
154540257 154552502 1 CHRNB2
130896860 130902707 2 CCDC74B
88106840 88109467 6 C6orf164
88388682 88966346 7 ZNF804B
39632941 39637392 17 KRT35
104410863 104427417 8 SLC25A32
88423420 88425035 7 C7orf62
36195429 36207940 19 ZBTB32
42017123 42060044 22 XRCC6
118964564 118966177 11 H2AFX
100464760 100471076 7 TRIP6
89783689 89794143 7 STEAP1
6581407 6614595 1 NOL9
39642388 39648798 17 KRT36
85015289 85040163 1 CTBS
52463030 52471278 12 C12orf44
108333421 108924292 10 SORCS1
57297828 57353328 17 GDPD1
175969512 176022975 5 CDHR2
70791798 70826448 14 COX16
84457067 84527028 4 AGPAT9
75128457 75135687 15 ULK3
122513642 122599986 3 DIRC2
118967213 118979041 11 DPAGT1
236681300 236716281 1 LGALS8
34127149 34169217 11 NAT10
39657233 39661957 17 KRT13
57212569 57233335 8 SDR16C5
16566505 16621193 7 LRRC72
138727635 138730885 5 PROB1
42705880 42719920 12 ZCRB1
98277866 98347209 10 TM9SF3
58156117 58162769 12 CYP27B1
85093913 85100703 1 C1orf180
6371994 6378707 5 MED10
93733213 93747454 3 STX19
896503 913240 19 R3HDM4
123295861 123304344 7 LMOD2
63942794 64028466 10 RTKN2
16639401 16685442 7 ANKMY2
93766680 93782233 3 DHFRL1
13236494 13256619 12 GSG1
138732252 138739777 5 SPATA24
12785477 12929642 18 PTPN2
36230058 36233354 19 IGFLR1
123321989 123389121 7 WASL
57349233 57359293 8 PENK
117073363 117086886 6 FAM162B
50775961 50835846 16 CYLD
38893052 38968379 2 GALM
104426942 104455681 8 DCAF13
163175350 163228105 2 GCA
72465774 72504726 11 STARD10
82186688 82341658 9 TLE4
149235022 149454501 3 WWTR1
118972908 118989252 11 C2CD2L
123717463 123742506 12 C12orf65
4291924 4323513 4 ZBTB49
62538413 62658186 17 SMURF2
111968531 111996596 13 TEX29
117113248 117150200 6 GPRC6A
52562780 52585784 12 KRT80
220154345 220174370 2 PTPRN
79619740 79634611 16 MAF
8874241 8891505 16 TMEM186
112721913 112726020 13 SOX1
42852140 42984157 12 PRICKLE1
154554538 154600475 1 ADAR
57409050 57479090 17 YPEL2
70576463 70919679 6 COL19A1
31407699 31438211 20 MAPRE1
113030633 113089003 13 SPACA7
117198375 117253326 6 RFX6
183948217 183960117 3 VWA5B2
85413140 85419603 4 NKX6-1
50528971 50556671 19 ZNF473
58162254 58166576 12 METTL1
36233365 36236346 19 U2AF1L4
6448736 6495022 5 UBE2QL1
89796904 89867451 7 STEAP2
31446729 31549006 20 EFCAB8
85504132 85572491 4 CDS1
8882680 8943188 16 PMM2
117586721 117594728 6 VGLL2
93781760 93847389 3 NSUN3
85109390 85156486 1 SSX2IP
64133951 64431771 10 ZNF365
26605667 26724790 8 ADRA1A
6615241 6639817 1 TAS1R1
118992297 119006752 11 HINFP
11052063 11054350 2 KCNF1
50655805 50666452 19 IZUMO2
90528109 90652201 14 KCNK13
113139325 113242481 13 TUBGCP3
31571579 31592239 20 SUN5
11273179 11286916 2 C2orf50
80574631 80584657 16 DYNLRB2
90722839 90738968 14 PSMC1
39669995 39678781 17 KRT15
6599352 6633404 5 NSUN2
16685756 16746148 7 BZW2
70838148 70883778 14 SYNJ2BP
11295324 11319000 2 PQLC3
236712305 236767804 1 HEATR1
138744279 138780180 5 DNAJC18
57870492 57906403 8 IMPAD1
6640061 6649340 1 ZBTB48
31595406 31611515 20 BPIFB2
32008931 32083111 6 TNXB
70918874 70926622 14 ADAM21
31652592 31712401 1 NKAIN1
96335981 96337000 3 MTRNR2L12
70989075 71001732 14 ADAM20
80631803 80838226 16 CDYL2
58907068 59116838 8 FAM110B
12757325 12777556 19 MAN2B1
30539153 30564956 6 ABCF1
12895708 12921504 17 ELAC2
917287 921015 19 KISS1R
57642886 57685706 17 DHX40
85277285 85358896 1 LPAR3
149822753 149829319 5 RPS14
113301358 113338811 13 C13orf35
31732417 31769662 1 SNRNP40
71047974 71067384 14 MED6
12947132 12987535 18 SEH1L
84198598 84304220 9 TLE1
925781 975939 19 ARID3A
75136071 75165706 15 SCAMP2
96533425 97471304 3 EPHA6
149456257 149470286 3 COMMD2
81009698 81053875 16 CMC2
85391268 85462796 1 MCOLN2
48016455 48132932 2 FBXO11
38970741 38978636 2 SRSF7
154669931 154842756 1 KCNN3
149865381 149937773 5 NDST1
58165275 58176324 12 METTL21B
47596015 47840123 4 CORIN
31619454 31631853 20 BPIFB6
119019722 119033360 11 ABCG4
123745528 123756881 12 CDK2AP1
74062817 74072737 5 NSA2
983174 994569 19 WDR18
36236015 36237911 19 PSENEN
113344643 113541482 13 ATP11A
31643230 31661434 20 BPIFB3
74730197 74733456 17 SRSF2
149478892 149686172 3 ANKUB1
42069934 42086508 22 NHP2L1
72525353 72554719 11 ATG16L2
27092840 27115937 8 STMN4
4706393 4955785 6 CDYL
23440383 23451851 14 AJUBA
36239262 36245420 19 LIN37
163227917 163695240 2 KCNH7
88180341 88222054 6 SLC35A1
84603687 84610171 9 SPATA31D1
42084943 42094140 22 C22orf46
236849754 236927931 1 ACTN2
85594500 85678092 9 RASEF
85590704 85887544 4 WDFY3
96588160 96663613 12 ELK3
89874488 89940377 7 C7orf63
85464830 85598821 1 WDR63
31769842 31837783 1 ZCCHC17
59323823 59364060 8 UBXN2B
11319887 11488456 2 ROCK2
51169886 51185278 16 SALL1
210886147 211036107 2 KANSL1L
154897210 154909467 1 PMVK
50691443 50813802 19 MYH14
100472733 100486285 7 SRRT
149980642 150038782 5 SYNPO
8946799 8962866 16 CARHSP1
59402737 59412795 8 CYP7A1
81040103 81066719 16 CENPN
74073399 74162776 5 FAM169A
122628041 122747452 3 SEMA5B
75182346 75191798 15 MPI
4417469 4544073 4 STX18
86371055 86422893 2 IMMT
85857905 86153461 9 FRMD3
183960089 183967336 3 ALG3
62850430 62915598 17 LRRC37A3
88224096 88299721 6 RARS2
42095503 42195460 22 MEI1
23456110 23479375 14 C14orf93
6650784 6674667 1 KLHL21
138784245 138842328 5 ECSCR
36245469 36248980 19 HSPB6
85483765 85514182 1 MCOLN3
164449906 164592522 2 FIGN
13349650 13369708 12 EMP1
12777614 12786646 19 WDR83
75391412 75401515 10 MYOZ1
59465483 59495419 8 SDCBP
6673745 6684093 1 PHF13
58176372 58201854 12 TSFM
138855119 138862520 5 TMEM173
71108504 71142077 14 TTC9
123469037 123517532 7 HYAL4
236958610 237067281 1 MTR
86237964 86259045 9 IDNK
39679869 39684560 17 KRT19
13524023 13540101 12 C12orf36
31667450 31699557 20 BPIFB4
119037277 119054725 11 NLRX1
6684926 6695646 1 THAP3
150040436 150058927 5 MYOZ3
12991361 13125051 18 CEP192
52039399 52112386 16 C16orf97
36249044 36261930 19 C19orf55
75404639 75423561 10 SYNPO2L
85622556 85666729 1 SYDE2
80059336 80170706 17 CCDC57
123565286 123611468 7 SPAM1
8985951 9058371 16 USP7
31749574 31769218 20 BPIFA2
52471917 52581714 16 TOX3
85715639 85725355 1 C1orf52
238232646 238323018 2 COL6A3
43747669 43945724 12 ADAMTS20
71189243 71276251 14 MAP3K9
86274878 86323118 9 UBQLN1
103566481 103576896 14 EXOC3L4
150070356 150080669 5 RBM22
31805116 31815564 20 BPIFA3
34172535 34379555 11 ABTB2
96672039 96794338 12 CDK17
85731931 85742773 1 BCL10
81069452 81080963 16 ATMIN
31838472 31849697 1 FABP3
