Approved Symbol	Gene family description
ARAP2	Ankyrin repeat domain containing
ARAP3	Ankyrin repeat domain containing
ASAP1	Ankyrin repeat domain containing
ASAP2	Ankyrin repeat domain containing
ASAP3	Ankyrin repeat domain containing
ASB1	Ankyrin repeat domain containing
ASB10	Ankyrin repeat domain containing
ASB11	Ankyrin repeat domain containing
ASB12	Ankyrin repeat domain containing
ASB13	Ankyrin repeat domain containing
ASB14	Ankyrin repeat domain containing
ASB15	Ankyrin repeat domain containing
ASB16	Ankyrin repeat domain containing
ASB17	Ankyrin repeat domain containing
ASB18	Ankyrin repeat domain containing
ASB2	Ankyrin repeat domain containing
ASB3	Ankyrin repeat domain containing
ASB4	Ankyrin repeat domain containing
ASB5	Ankyrin repeat domain containing
ASB6	Ankyrin repeat domain containing
ASB7	Ankyrin repeat domain containing
ASB8	Ankyrin repeat domain containing
ASB9	Ankyrin repeat domain containing
ASPG	Ankyrin repeat domain containing
ASZ1	Ankyrin repeat domain containing
BANK1	Ankyrin repeat domain containing
BARD1	Ankyrin repeat domain containing
BCL3	Ankyrin repeat domain containing
BCOR	Ankyrin repeat domain containing
BCORL1	Ankyrin repeat domain containing
BTBD11	Ankyrin repeat domain containing
CASKIN1	Ankyrin repeat domain containing
CASKIN2	Ankyrin repeat domain containing
CDKN2C	Ankyrin repeat domain containing
CDKN2D	Ankyrin repeat domain containing
CLIP3	Ankyrin repeat domain containing
CLIP4	Ankyrin repeat domain containing
CLPB	Ankyrin repeat domain containing
CTTNBP2	Ankyrin repeat domain containing
DAPK1	Ankyrin repeat domain containing
DGKI	Ankyrin repeat domain containing
DZANK1	Ankyrin repeat domain containing
EHMT1	Ankyrin repeat domain containing
EHMT2	Ankyrin repeat domain containing
ESPN	Ankyrin repeat domain containing
ESPNL	Ankyrin repeat domain containing
FANK1	Ankyrin repeat domain containing
FEM1A	Ankyrin repeat domain containing
FEM1B	Ankyrin repeat domain containing
FEM1C	Ankyrin repeat domain containing
FPGT-TNNI3K	Ankyrin repeat domain containing
GABPB1	Ankyrin repeat domain containing
GABPB2	Ankyrin repeat domain containing
GIT1	Ankyrin repeat domain containing
GIT2	Ankyrin repeat domain containing
GLS	Ankyrin repeat domain containing
GLS2	Ankyrin repeat domain containing
GPANK1	Ankyrin repeat domain containing
HACE1	Ankyrin repeat domain containing
HECTD1	Ankyrin repeat domain containing
IBTK	Ankyrin repeat domain containing
ILK	Ankyrin repeat domain containing
INVS	Ankyrin repeat domain containing
KANK1	Ankyrin repeat domain containing
KANK2	Ankyrin repeat domain containing
KANK3	Ankyrin repeat domain containing
KANK4	Ankyrin repeat domain containing
KIDINS220	Ankyrin repeat domain containing
KRIT1	Ankyrin repeat domain containing
MIB1	Ankyrin repeat domain containing
MIB2	Ankyrin repeat domain containing
MPHOSPH8	Ankyrin repeat domain containing
MTPN	Ankyrin repeat domain containing
MYO16	Ankyrin repeat domain containing
NFKB1	Ankyrin repeat domain containing
NFKB2	Ankyrin repeat domain containing
NFKBIA	Ankyrin repeat domain containing
NFKBIB	Ankyrin repeat domain containing
NFKBID	Ankyrin repeat domain containing
NFKBIE	Ankyrin repeat domain containing
NFKBIZ	Ankyrin repeat domain containing
NOTCH1	Ankyrin repeat domain containing
NOTCH2	Ankyrin repeat domain containing
NOTCH3	Ankyrin repeat domain containing
NOTCH4	Ankyrin repeat domain containing
NRARP	Ankyrin repeat domain containing
NUDT12	Ankyrin repeat domain containing
OSBPL1A	Ankyrin repeat domain containing
OSTF1	Ankyrin repeat domain containing
PLA2G6	Ankyrin repeat domain containing
POTEA	Ankyrin repeat domain containing
POTEB	Ankyrin repeat domain containing
POTEB2	Ankyrin repeat domain containing
POTEC	Ankyrin repeat domain containing
POTED	Ankyrin repeat domain containing
POTEE	Ankyrin repeat domain containing
POTEF	Ankyrin repeat domain containing
POTEG	Ankyrin repeat domain containing
POTEH	Ankyrin repeat domain containing
POTEI	Ankyrin repeat domain containing
POTEJ	Ankyrin repeat domain containing
POTEM	Ankyrin repeat domain containing
PPP1R12A	Ankyrin repeat domain containing
PPP1R12B	Ankyrin repeat domain containing
PPP1R12C	Ankyrin repeat domain containing
PPP1R13B	Ankyrin repeat domain containing
PPP1R13L	Ankyrin repeat domain containing
PPP1R16A	Ankyrin repeat domain containing
PPP1R16B	Ankyrin repeat domain containing
PPP1R27	Ankyrin repeat domain containing
PSMD10	Ankyrin repeat domain containing
RAI14	Ankyrin repeat domain containing
RFXANK	Ankyrin repeat domain containing
RIPK4	Ankyrin repeat domain containing
RNASEL	Ankyrin repeat domain containing
SHANK1	Ankyrin repeat domain containing
SHANK2	Ankyrin repeat domain containing
SHANK3	Ankyrin repeat domain containing
SNCAIP	Ankyrin repeat domain containing
SOWAHA	Ankyrin repeat domain containing
SOWAHB	Ankyrin repeat domain containing
SOWAHC	Ankyrin repeat domain containing
SOWAHD	Ankyrin repeat domain containing
TANC1	Ankyrin repeat domain containing
TANC2	Ankyrin repeat domain containing
TNKS	Ankyrin repeat domain containing
TNKS2	Ankyrin repeat domain containing
TONSL	Ankyrin repeat domain containing
TP53BP2	Ankyrin repeat domain containing
TRANK1	Ankyrin repeat domain containing
TRPA1	Ankyrin repeat domain containing
TRPC4	Ankyrin repeat domain containing
TRPV1	Ankyrin repeat domain containing
TRPV2	Ankyrin repeat domain containing
TRPV3	Ankyrin repeat domain containing
TRPV4	Ankyrin repeat domain containing
TRPV5	Ankyrin repeat domain containing
TRPV6	Ankyrin repeat domain containing
UACA	Ankyrin repeat domain containing
USH1G	Ankyrin repeat domain containing
ZDHHC13	Ankyrin repeat domain containing
ZDHHC17	Ankyrin repeat domain containing
ANXA1	Annexins
ANXA10	Annexins
ANXA11	Annexins
ANXA13	Annexins
ANXA2	Annexins
ANXA3	Annexins
ANXA4	Annexins
ANXA5	Annexins
ANXA6	Annexins
ANXA7	Annexins
ANXA8	Annexins
ANXA8L1	Annexins
ANXA9	Annexins
ANO1	Anoctamins
ANO10	Anoctamins
ANO2	Anoctamins
ANO3	Anoctamins
ANO4	Anoctamins
ANO5	Anoctamins
ANO6	Anoctamins
ANO7	Anoctamins
ANO8	Anoctamins
ANO9	Anoctamins
ANP32A	ANP32 acidic nuclear phosphoproteins
ANP32B	ANP32 acidic nuclear phosphoproteins
ANP32C	ANP32 acidic nuclear phosphoproteins
ANP32D	ANP32 acidic nuclear phosphoproteins
ANP32E	ANP32 acidic nuclear phosphoproteins
AICDA	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC1	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC2	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3A	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3A_B	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3B	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3C	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3D	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3F	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3G	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC3H	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOBEC4	Apolipoprotein B mRNA editing enzyme catalytic subunits
APOA1	Apolipoproteins
APOA2	Apolipoproteins
APOA4	Apolipoproteins
APOA5	Apolipoproteins
APOB	Apolipoproteins
APOC1	Apolipoproteins
APOC2	Apolipoproteins
APOC3	Apolipoproteins
APOC4	Apolipoproteins
APOD	Apolipoproteins
APOE	Apolipoproteins
APOF	Apolipoproteins
APOH	Apolipoproteins
APOL1	Apolipoproteins
APOL2	Apolipoproteins
APOL3	Apolipoproteins
APOL4	Apolipoproteins
APOL5	Apolipoproteins
APOL6	Apolipoproteins
APOM	Apolipoproteins
APOO	Apolipoproteins
CYC1	Apoptosome
APAF1	Apoptosome
CASP9	Apoptosome
AQP1	Aquaporins
AQP10	Aquaporins
AQP11	Aquaporins
AQP12A	Aquaporins
AQP12B	Aquaporins
AQP2	Aquaporins
AQP3	Aquaporins
AQP4	Aquaporins
AQP5	Aquaporins
AQP6	Aquaporins
AQP7	Aquaporins
AQP8	Aquaporins
AQP9	Aquaporins
MIP	Aquaporins
ALOX12	Arachidonate lipoxygenases
ALOX12B	Arachidonate lipoxygenases
ALOX15	Arachidonate lipoxygenases
ALOX15B	Arachidonate lipoxygenases
ALOX5	Arachidonate lipoxygenases
ALOXE3	Arachidonate lipoxygenases
ARF1	ARF GTPase family
ARF3	ARF GTPase family
ARF4	ARF GTPase family
ARF5	ARF GTPase family
ARF6	ARF GTPase family
ARFRP1	ARF GTPase family
ARL1	ARF GTPase family
ARL10	ARF GTPase family
ARL11	ARF GTPase family
ARL13A	ARF GTPase family
ARL13B	ARF GTPase family
ARL14	ARF GTPase family
ARL15	ARF GTPase family
ARL16	ARF GTPase family
ARL17A	ARF GTPase family
ARL17B	ARF GTPase family
ARL2	ARF GTPase family
ARL3	ARF GTPase family
ARL4A	ARF GTPase family
ARL4C	ARF GTPase family
ARL4D	ARF GTPase family
ARL5A	ARF GTPase family
ARL5B	ARF GTPase family
ARL5C	ARF GTPase family
ARL6	ARF GTPase family
ARL8A	ARF GTPase family
ARL8B	ARF GTPase family
ARL9	ARF GTPase family
SAR1A	ARF GTPase family
SAR1B	ARF GTPase family
TRIM23	ARF GTPase family
ACAP1	ArfGAPs
ACAP2	ArfGAPs
ACAP3	ArfGAPs
ADAP1	ArfGAPs
ADAP2	ArfGAPs
AGAP1	ArfGAPs
AGAP11	ArfGAPs
AGAP2	ArfGAPs
AGAP3	ArfGAPs
AGAP4	ArfGAPs
AGAP5	ArfGAPs
AGAP6	ArfGAPs
AGAP7P	ArfGAPs
AGAP9	ArfGAPs
AGFG1	ArfGAPs
AGFG2	ArfGAPs
ARAP1	ArfGAPs
ARAP2	ArfGAPs
ARAP3	ArfGAPs
ARFGAP1	ArfGAPs
ARFGAP2	ArfGAPs
ARFGAP3	ArfGAPs
ASAP1	ArfGAPs
ASAP2	ArfGAPs
ASAP3	ArfGAPs
GIT1	ArfGAPs
GIT2	ArfGAPs
SMAP1	ArfGAPs
SMAP2	ArfGAPs
AGAP10P	ArfGAPs
AGAP12P	ArfGAPs
AGAP13P	ArfGAPs
AGAP14	ArfGAPs
AVPR1A	Arginine vasopressin and oxytocin receptors
AVPR1B	Arginine vasopressin and oxytocin receptors
AVPR2	Arginine vasopressin and oxytocin receptors
OXTR	Arginine vasopressin and oxytocin receptors
AGO1	Argonaute/PIWI family
AGO2	Argonaute/PIWI family
AGO3	Argonaute/PIWI family
AGO4	Argonaute/PIWI family
PIWIL1	Argonaute/PIWI family
PIWIL2	Argonaute/PIWI family
PIWIL3	Argonaute/PIWI family
PIWIL4	Argonaute/PIWI family
ANKAR	Armadillo repeat containing
APC	Armadillo repeat containing
APC2	Armadillo repeat containing
ARMC1	Armadillo repeat containing
ARMC10	Armadillo repeat containing
ARMC12	Armadillo repeat containing
ARMC2	Armadillo repeat containing
ARMC3	Armadillo repeat containing
ARMC4	Armadillo repeat containing
ARMC5	Armadillo repeat containing
ARMC6	Armadillo repeat containing
ARMC7	Armadillo repeat containing
ARMC8	Armadillo repeat containing
ARMC9	Armadillo repeat containing
ARMCX1	Armadillo repeat containing
ARMCX2	Armadillo repeat containing
ARMCX3	Armadillo repeat containing
ARMCX4	Armadillo repeat containing
ARMCX5	Armadillo repeat containing
ARMCX6	Armadillo repeat containing
ARVCF	Armadillo repeat containing
BHLHB9	Armadillo repeat containing
CTNNB1	Armadillo repeat containing
CTNND1	Armadillo repeat containing
CTNND2	Armadillo repeat containing
GPRASP1	Armadillo repeat containing
GPRASP2	Armadillo repeat containing
JUP	Armadillo repeat containing
KPNA1	Armadillo repeat containing
KPNA2	Armadillo repeat containing
KPNA3	Armadillo repeat containing
KPNA4	Armadillo repeat containing
KPNA5	Armadillo repeat containing
KPNA6	Armadillo repeat containing
KPNA7	Armadillo repeat containing
KPNB1	Armadillo repeat containing
PKP1	Armadillo repeat containing
PKP2	Armadillo repeat containing
PKP3	Armadillo repeat containing
PKP4	Armadillo repeat containing
RAP1GDS1	Armadillo repeat containing
SPAG6	Armadillo repeat containing
THADA	Armadillo repeat containing
AADAC	Arylacetamide deacetylase family
AADACL2	Arylacetamide deacetylase family
AADACL3	Arylacetamide deacetylase family
AADACL4	Arylacetamide deacetylase family
NAT1	Arylamine N-acetyltransferases
NAT2	Arylamine N-acetyltransferases
NATP	Arylamine N-acetyltransferases
RNPS1	ASAP complex
ACIN1	ASAP complex
SAP18	ASAP complex
BMP1	Astacins
ASTL	Astacins
MEP1A	Astacins
MEP1B	Astacins
TLL1	Astacins
TLL2	Astacins
ARID1A	AT-rich interaction domain containing
ARID1B	AT-rich interaction domain containing
ARID2	AT-rich interaction domain containing
ARID3A	AT-rich interaction domain containing
ARID3B	AT-rich interaction domain containing
ARID3C	AT-rich interaction domain containing
ARID4A	AT-rich interaction domain containing
ARID4B	AT-rich interaction domain containing
ARID5A	AT-rich interaction domain containing
ARID5B	AT-rich interaction domain containing
JARID2	AT-rich interaction domain containing
KDM5A	AT-rich interaction domain containing
KDM5B	AT-rich interaction domain containing
KDM5C	AT-rich interaction domain containing
KDM5D	AT-rich interaction domain containing
TADA2A	ATAC complex
TADA3	ATAC complex
ZZZ3	ATAC complex
KAT14	ATAC complex
HCFC1	ATAC complex
WDR5	ATAC complex
DR1	ATAC complex
SGF29	ATAC complex
YEATS2	ATAC complex
MBIP	ATAC complex
POLE3	ATAC complex
KAT2A	ATAC complex
KAT2B	ATAC complex
ATXN1	Ataxins
ATXN10	Ataxins
ATXN2	Ataxins
ATXN3	Ataxins
ATXN7	Ataxins
ATXN8	Ataxins
ABCA1	ATP binding cassette subfamily A
ABCA10	ATP binding cassette subfamily A
ABCA11P	ATP binding cassette subfamily A
ABCA12	ATP binding cassette subfamily A
ABCA13	ATP binding cassette subfamily A
ABCA17P	ATP binding cassette subfamily A
ABCA2	ATP binding cassette subfamily A
ABCA3	ATP binding cassette subfamily A
ABCA4	ATP binding cassette subfamily A
ABCA5	ATP binding cassette subfamily A
ABCA6	ATP binding cassette subfamily A
ABCA7	ATP binding cassette subfamily A
ABCA8	ATP binding cassette subfamily A
ABCA9	ATP binding cassette subfamily A
ABCB1	ATP binding cassette subfamily B
ABCB10	ATP binding cassette subfamily B
ABCB11	ATP binding cassette subfamily B
ABCB4	ATP binding cassette subfamily B
ABCB5	ATP binding cassette subfamily B
ABCB6	ATP binding cassette subfamily B
ABCB7	ATP binding cassette subfamily B
ABCB8	ATP binding cassette subfamily B
ABCB9	ATP binding cassette subfamily B
TAP1	ATP binding cassette subfamily B
TAP2	ATP binding cassette subfamily B
ABCC1	ATP binding cassette subfamily C
ABCC10	ATP binding cassette subfamily C
ABCC11	ATP binding cassette subfamily C
ABCC12	ATP binding cassette subfamily C
ABCC13	ATP binding cassette subfamily C
ABCC2	ATP binding cassette subfamily C
ABCC3	ATP binding cassette subfamily C
ABCC4	ATP binding cassette subfamily C
ABCC5	ATP binding cassette subfamily C
ABCC6	ATP binding cassette subfamily C
ABCC8	ATP binding cassette subfamily C
ABCC9	ATP binding cassette subfamily C
CFTR	ATP binding cassette subfamily C
ABCD1	ATP binding cassette subfamily D
ABCD2	ATP binding cassette subfamily D
ABCD3	ATP binding cassette subfamily D
ABCD4	ATP binding cassette subfamily D
ABCE1	ATP binding cassette subfamily E
ABCF1	ATP binding cassette subfamily F
ABCF2	ATP binding cassette subfamily F
ABCF3	ATP binding cassette subfamily F
ABCG1	ATP binding cassette subfamily G
ABCG2	ATP binding cassette subfamily G
ABCG4	ATP binding cassette subfamily G
ABCG5	ATP binding cassette subfamily G
ABCG8	ATP binding cassette subfamily G
ATP7A	ATPase copper transporting
ATP7B	ATPase copper transporting
ATP4A	ATPase H+/K+ transporting
ATP4B	ATPase H+/K+ transporting
ATP12A	ATPase H+/K+ transporting
ATP1A1	ATPase Na+/K+ transporting subunits
ATP1A2	ATPase Na+/K+ transporting subunits
ATP1A3	ATPase Na+/K+ transporting subunits
ATP1A4	ATPase Na+/K+ transporting subunits
ATP1B1	ATPase Na+/K+ transporting subunits
ATP1B2	ATPase Na+/K+ transporting subunits
ATP1B3	ATPase Na+/K+ transporting subunits
ATP13A1	ATPase orphan transporters
ATP13A2	ATPase orphan transporters
ATP13A3	ATPase orphan transporters
ATP13A4	ATPase orphan transporters
ATP13A5	ATPase orphan transporters
ATP8A1	ATPase phospholipid transporting
ATP8A2	ATPase phospholipid transporting
ATP8B1	ATPase phospholipid transporting
ATP8B2	ATPase phospholipid transporting
ATP8B3	ATPase phospholipid transporting
ATP8B4	ATPase phospholipid transporting
ATP8B5P	ATPase phospholipid transporting
ATP9A	ATPase phospholipid transporting
ATP9B	ATPase phospholipid transporting
ATP10A	ATPase phospholipid transporting
ATP10B	ATPase phospholipid transporting
ATP10D	ATPase phospholipid transporting
ATP11A	ATPase phospholipid transporting
ATP11B	ATPase phospholipid transporting
ATP11C	ATPase phospholipid transporting
ATP2A1	ATPases Ca2+ transporting
ATP2A2	ATPases Ca2+ transporting
ATP2A3	ATPases Ca2+ transporting
ATP2B1	ATPases Ca2+ transporting
ATP2B2	ATPases Ca2+ transporting
ATP2B3	ATPases Ca2+ transporting
ATP2B4	ATPases Ca2+ transporting
ATP2C1	ATPases Ca2+ transporting
ATP2C2	ATPases Ca2+ transporting
ACKR1	Atypical chemokine receptors
ACKR2	Atypical chemokine receptors
ACKR3	Atypical chemokine receptors
ACKR4	Atypical chemokine receptors
CCRL2	Atypical chemokine receptors
PITPNM3	Atypical chemokine receptors
DUPD1	Atypical dual specificity phosphatases
DUSP11	Atypical dual specificity phosphatases
DUSP12	Atypical dual specificity phosphatases
DUSP13	Atypical dual specificity phosphatases
DUSP14	Atypical dual specificity phosphatases
DUSP15	Atypical dual specificity phosphatases
DUSP18	Atypical dual specificity phosphatases
DUSP19	Atypical dual specificity phosphatases
DUSP21	Atypical dual specificity phosphatases
DUSP22	Atypical dual specificity phosphatases
DUSP23	Atypical dual specificity phosphatases
DUSP26	Atypical dual specificity phosphatases
DUSP28	Atypical dual specificity phosphatases
DUSP3	Atypical dual specificity phosphatases
EPM2A	Atypical dual specificity phosphatases
PTPMT1	Atypical dual specificity phosphatases
RNGTT	Atypical dual specificity phosphatases
STYX	Atypical dual specificity phosphatases
ATG10	Autophagy related
ATG101	Autophagy related
ATG12	Autophagy related
ATG13	Autophagy related
ATG14	Autophagy related
ATG16L1	Autophagy related
ATG16L2	Autophagy related
ATG2A	Autophagy related
ATG2B	Autophagy related
ATG3	Autophagy related
ATG4A	Autophagy related
ATG4B	Autophagy related
ATG4C	Autophagy related
ATG4D	Autophagy related
ATG5	Autophagy related
ATG7	Autophagy related
ATG9A	Autophagy related
ATG9B	Autophagy related
BECN1	Autophagy related
GABARAP	Autophagy related
GABARAPL1	Autophagy related
GABARAPL2	Autophagy related
MAP1LC3A	Autophagy related
MAP1LC3B	Autophagy related
MAP1LC3B2	Autophagy related
MAP1LC3C	Autophagy related
RB1CC1	Autophagy related
SNX30	Autophagy related
SNX4	Autophagy related
ULK1	Autophagy related
ULK2	Autophagy related
WIPI1	Autophagy related
WIPI2	Autophagy related
BIRC2	Baculoviral IAP repeat containing
BIRC3	Baculoviral IAP repeat containing
BIRC5	Baculoviral IAP repeat containing
BIRC6	Baculoviral IAP repeat containing
BIRC7	Baculoviral IAP repeat containing
BIRC8	Baculoviral IAP repeat containing
NAIP	Baculoviral IAP repeat containing
XIAP	Baculoviral IAP repeat containing
AGAP1	BAR-PH domain containing
AGAP11	BAR-PH domain containing
AGAP2	BAR-PH domain containing
AGAP3	BAR-PH domain containing
AGAP4	BAR-PH domain containing
AGAP5	BAR-PH domain containing
AGAP6	BAR-PH domain containing
AGAP9	BAR-PH domain containing
APPL1	BAR-PH domain containing
APPL2	BAR-PH domain containing
ASAP1	BAR-PH domain containing
ASAP2	BAR-PH domain containing
ASAP3	BAR-PH domain containing
OPHN1	BAR-PH domain containing
ACAP1	BAR-PH domain containing
ACAP2	BAR-PH domain containing
ACAP3	BAR-PH domain containing
ARL6	Bardet-Biedl syndrome associated
BBIP1	Bardet-Biedl syndrome associated
BBS1	Bardet-Biedl syndrome associated
BBS10	Bardet-Biedl syndrome associated
BBS12	Bardet-Biedl syndrome associated
BBS2	Bardet-Biedl syndrome associated
BBS4	Bardet-Biedl syndrome associated
BBS5	Bardet-Biedl syndrome associated
BBS7	Bardet-Biedl syndrome associated
BBS9	Bardet-Biedl syndrome associated
C8orf37	Bardet-Biedl syndrome associated
CEP290	Bardet-Biedl syndrome associated
IFT27	Bardet-Biedl syndrome associated
LZTFL1	Bardet-Biedl syndrome associated
MKKS	Bardet-Biedl syndrome associated
MKS1	Bardet-Biedl syndrome associated
SDCCAG8	Bardet-Biedl syndrome associated
TRIM32	Bardet-Biedl syndrome associated
TTC8	Bardet-Biedl syndrome associated
WDPCP	Bardet-Biedl syndrome associated
IFT172	Bardet-Biedl syndrome associated
AHR	Basic helix-loop-helix proteins
AHRR	Basic helix-loop-helix proteins
ARNT	Basic helix-loop-helix proteins
ARNT2	Basic helix-loop-helix proteins
ARNTL	Basic helix-loop-helix proteins
ARNTL2	Basic helix-loop-helix proteins
ASCL1	Basic helix-loop-helix proteins
ASCL2	Basic helix-loop-helix proteins
ASCL3	Basic helix-loop-helix proteins
ASCL4	Basic helix-loop-helix proteins
ASCL5	Basic helix-loop-helix proteins
ATOH1	Basic helix-loop-helix proteins
ATOH7	Basic helix-loop-helix proteins
ATOH8	Basic helix-loop-helix proteins
BHLHA15	Basic helix-loop-helix proteins
BHLHA9	Basic helix-loop-helix proteins
BHLHB9	Basic helix-loop-helix proteins
BHLHE22	Basic helix-loop-helix proteins
BHLHE23	Basic helix-loop-helix proteins
BHLHE40	Basic helix-loop-helix proteins
BHLHE41	Basic helix-loop-helix proteins
CLOCK	Basic helix-loop-helix proteins
EPAS1	Basic helix-loop-helix proteins
FERD3L	Basic helix-loop-helix proteins
FIGLA	Basic helix-loop-helix proteins
HAND1	Basic helix-loop-helix proteins
HAND2	Basic helix-loop-helix proteins
HELT	Basic helix-loop-helix proteins
HES1	Basic helix-loop-helix proteins
HES2	Basic helix-loop-helix proteins
HES3	Basic helix-loop-helix proteins
HES4	Basic helix-loop-helix proteins
